_step,val/test_score/simulation__arcagi1/unknown,val/test_score/stem__supergpqa/m-a-p/SuperGPQA,val/test_score/table__multihier/unknown,val/generations,val/test_score/codegen__mbpp/mbpp,val/test_score/logic__ordering_puzzle_dataset/unknown,val/test_score/math__amc_repeated_4x/unknown,val/test_score/math__math/unknown,val/test_score/math__aime_repeated_8x/unknown,val/test_score/logic__graph_logical_dataset/unknown,val/test_score/table__hitab/unknown,val/test_score/codegen__humaneval/openai_humaneval,val/test_score/stem__gpqa_diamond/Idavidrein/gpqa,val/test_score/simulation__codeio/unknown,val/test_score/codegen__livecodebench/LiveCodeBench,val/test_score/logic__zebra_puzzle_dataset/unknown,run_id,run_created_at,run_name
100,0.065,0.32,0.43,"{'sha256': 'ea7ca62d63192f941e13dc70310b3f8ce88b6c60a68878e60f92a38fa2772126', 'nrows': 21, 'artifact_path': 'wandb-client-artifact://8pcadq09dldxg2gj7453z77vbah3qdtvhzf0k9i4e2j56ja349zpxe858z1cdksg1932hzotbj0te659d8couikz909090pjzpyyi8j24s7ga4djv7fyosq86rktz19g/val/generations.table.json', 'size': 2154206, '_latest_artifact_path': 'wandb-client-artifact://2ddrrnx0dq3r2ivndiarb5hthv0sqjkc7fntq3uijzec283f5p8hwudktvtchzq85uvskbc0lf3vdtavvlu0683xqc6elti36z13cczrn4x9e58noxt953fwb7d5rvpt:latest/val/generations.table.json', '_type': 'table-file', 'ncols': 91, 'path': 'media/table/val/generations_99_ea7ca62d63192f941e13.table.json'}",0.705,0.49,0.4819277108433735,0.768,0.17916666666666667,0.2597402597402597,0.725,0.8292682926829268,0.2474747474747475,0.14,0.18996415770609318,0.3864045164734125,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
105,0.045,0.265,0.445,"{'nrows': 22, 'artifact_path': 'wandb-client-artifact://890yrnoer7wrr23r7jwzv3p895snx8omlyry35m2l7u1s4mqsuffqc1wajhc3xbhqbapgbmeqd4ubmne5rtmr4k09cza9uuuv53suz0ptnrago8gdh6xb0nssy2cfx7t/val/generations.table.json', 'ncols': 91, 'sha256': '4075abc7f8fcd7ac6f72b3fd616fcf50fb25cca19b8914a6dcc66a50ed408879', 'size': 2295958, 'path': 'media/table/val/generations_104_4075abc7f8fcd7ac6f72.table.json', '_latest_artifact_path': 'wandb-client-artifact://hkjhl3rzhpi3qzw4o9s7qaejqe5jpd3t4nx9sr2lv78kku8stc5fy9ml9cnwz7o7vlo3ovk84qm67i58wok0xyz7k3cknqtt8eb674udkktiq0cbkmgmcjtuhy2pq9ax:latest/val/generations.table.json', '_type': 'table-file'}",0.725,0.46,0.4789156626506024,0.774,0.20833333333333334,0.3116883116883117,0.72,0.8414634146341463,0.27146464646464646,0.105,0.17204301075268819,0.37874640643596647,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
110,0.07,0.31,0.465,"{'ncols': 91, 'nrows': 23, '_latest_artifact_path': 'wandb-client-artifact://172xjwigizqo22qvv1gfjg3tevcmzhf917agxsfipn2gxggqlpht8ydj65xg07qs14w37igebab1lnq9rzjhngbb3tbhpu8mxrwd8l9gl98zxx1rue3ekstdkiy3uhx9:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://pthlh6pro1p25n26qiv7ok8mcuw9j94jffkerw4ogtj8ca01vt3x3pmgpy5633gak4rm2pbe9zdrlc6o7p9it8ok8b9d2c7hazhbi7a7l7owxytd786jq96t6d3vom53/val/generations.table.json', 'sha256': '31dc8e1d036ee4660116672c55a0909c6cd43766be73a7ede849b2b4e5001f40', 'path': 'media/table/val/generations_109_31dc8e1d036ee4660116.table.json', '_type': 'table-file', 'size': 2396895}",0.705,0.5,0.5,0.772,0.16666666666666666,0.3116883116883117,0.73,0.8109756097560976,0.24368686868686867,0.135,0.18996415770609318,0.3879372752457857,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
115,0.065,0.265,0.435,"{'artifact_path': 'wandb-client-artifact://ovpzn5a3zi6x5sroagywili3eyhci82w8c9vnf1sbooobnvoh4gxivdorpjp604bh4gg1uzggxs32rgwzokl4rdhy0tsvkblz8vqmd9ug4qkz3wa1a0wk94sfhidspnc/val/generations.table.json', 'nrows': 24, '_latest_artifact_path': 'wandb-client-artifact://hhvogx06ltqlz0v62dilav9ko2enz8zh2oudg233zhvvsg8k8zlm05sjabdz6pd7jz6sw4t3rmwgeojhimeh9xww0ya16bxbe087mohlzhko2efiy94uf14xvik37b20:latest/val/generations.table.json', 'sha256': '5a14ea2b8692199745815604c995487f71d6b259d120c74f24a23c7c8000f74b', '_type': 'table-file', 'path': 'media/table/val/generations_114_5a14ea2b869219974581.table.json', 'size': 2534262, 'ncols': 91}",0.705,0.5,0.46686746987951805,0.75,0.1875,0.36363636363636365,0.725,0.8292682926829268,0.23232323232323232,0.13,0.17921146953405018,0.3930845703929663,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
120,0.06,0.275,0.445,"{'size': 2636272, 'nrows': 25, 'path': 'media/table/val/generations_119_2c6fea97d6b8387cf7ae.table.json', 'sha256': '2c6fea97d6b8387cf7ae8ba4ecf0ae4a8b0b6c9f2d915176dfb8a7fab01b7b00', '_latest_artifact_path': 'wandb-client-artifact://iulp4r82xfz6avsox8psbynephc94f1lwhajhbpyd5esp2xms9u2a170ur8nh0dxsbd47rjtilbezugf9klju8iszelrv94qtjbbq5ec7b02sxuo3etupvstw808ywiy:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://t4knxctagvofxviac2447vt89k84gfb3g5bqqawc2ausw40p5mocxrkwciuouuvgfmg2i6l8rwtftrio60n62co1czku6qyobw7u5peosioyoqjnb1lixxxyloxdxu06/val/generations.table.json', '_type': 'table-file', 'ncols': 91}",0.665,0.55,0.463855421686747,0.77,0.175,0.35064935064935066,0.75,0.8170731707317073,0.24494949494949494,0.11,0.1863799283154122,0.3977399855107069,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
125,0.08,0.295,0.43,"{'ncols': 91, 'nrows': 26, 'sha256': '796c22ed1235ecc0fdb8b3fe0a0db23db459448720e90c40a6b30e1faf06ef66', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://5b94q2vt0745kvvya536egnfismbqbujgg2vs3d1zumnjsvsxhvo72z8n02mbu2nnhinqyvjly6eq6gpiw1t427sl6k0qt21lcv85a1r9y1x4v7x0kbrljg4v3k5xggx/val/generations.table.json', 'path': 'media/table/val/generations_124_796c22ed1235ecc0fdb8.table.json', 'size': 2773274, '_latest_artifact_path': 'wandb-client-artifact://8x3e2geailcxlyitmrc7uxh55qzzz8pbxas48sad1vxfec4ezq59hw897cczkckwbh6nzl6bpsez2ez8edb6cqduybfxjoaxvrintnelu3k4mo2mg861yxxkyh9ah3cd:latest/val/generations.table.json'}",0.675,0.58,0.4819277108433735,0.778,0.16666666666666666,0.38961038961038963,0.755,0.7865853658536586,0.2361111111111111,0.13,0.16487455197132617,0.38831888310611246,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
130,0.07,0.305,0.43,"{'_type': 'table-file', 'nrows': 27, 'sha256': '084364530b8458b1da9c67146308a00c6a1fb8def0596eaefa369b1656dd2129', 'ncols': 91, '_latest_artifact_path': 'wandb-client-artifact://gqonorwqfy4v19347sxa3z8q7p5ao44otgezf0nnjhbimx6eoilvgwjdfvar8xdlzp0maw185zd6diroiih5obt0e3gifyhw7vgrjpjc7iq0ovkp8j60ndajn9p9bz6d:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://ecsvj6fuboggw8xwvc6ie9pbmbq3ge6fachb3hwa6aokc1yw1k5xkav27zt9ebtzpjsagb3hr8u6xj9bg18q2dl7312atuscqwx6cb7begokr8b2va38o6qz6s1bhek6/val/generations.table.json', 'path': 'media/table/val/generations_129_084364530b8458b1da9c.table.json', 'size': 2875128}",0.685,0.53,0.4759036144578313,0.772,0.16666666666666666,0.35064935064935066,0.74,0.8048780487804879,0.23232323232323232,0.11,0.1935483870967742,0.3897875928878784,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
135,0.065,0.25,0.45,"{'artifact_path': 'wandb-client-artifact://hq047cnwftn53vi8a0seumdy6vw286io4m8izem0hkwky9e5go8h1f80lpst325ws9ji85e86uhrjo5wcdglw7t1fxzn0pnzen1v86bn963xz3caocp4vn1p0hiqx1y0/val/generations.table.json', 'sha256': 'd5a66f7d50543a011b356de261f3d9c098e794be866a9e5e00092f761bcad31a', '_latest_artifact_path': 'wandb-client-artifact://poqahk2cqgwbkywzib2fk5g1z62cnbkslohj8io6j3p7h9glayvl15219cjt8hmvwl47ms3wgg96n395dt3ty1lo7xewfovzbgv7lti0dvkf3c1k2mj22hw1nop8yqqx:latest/val/generations.table.json', 'ncols': 91, 'nrows': 28, 'path': 'media/table/val/generations_134_d5a66f7d50543a011b35.table.json', 'size': 2983574, '_type': 'table-file'}",0.74,0.57,0.47289156626506024,0.77,0.15833333333333333,0.36363636363636365,0.765,0.8109756097560976,0.24242424242424243,0.13,0.1827956989247312,0.3946454206109047,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
140,0.08,0.29,0.455,"{'nrows': 29, '_latest_artifact_path': 'wandb-client-artifact://5eytibzbofz6p8jrx6y5k4xtpiz1vm97b3xk0ozh0l0h9dxr9ggybwembjbcjx11ikws6lddaywwl8kmkpwk3yn5lc6lkfppdbjuepjhmtj19rdyovoekf81y15edodr:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://i885v6dhtrm7re7fv339gguwepo28prprhiu9x8d71khqabf3d9bttcclwkpu74r26imjuu5nxzxwh5nezzeyjclo1w1kk4rl99ksi151vdb3o43q8jobuhug57r5mdg/val/generations.table.json', 'ncols': 91, 'size': 3150878, 'path': 'media/table/val/generations_139_20fbf6986b1d493b36fb.table.json', 'sha256': '20fbf6986b1d493b36fb9897dd352af60b5c6cc68fa3e3ed643895db4322f21e', '_type': 'table-file'}",0.745,0.49,0.48493975903614456,0.762,0.17083333333333334,0.37662337662337664,0.76,0.823170731707317,0.23737373737373738,0.15,0.1971326164874552,0.37771100997924806,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
144,0.08,0.235,0.45,"{'size': 3282715, 'sha256': 'ba015f71541ccda9b7e9bf30f984b2775e9f542d68cb88edf5837923e93fa4ff', 'ncols': 91, '_type': 'table-file', 'path': 'media/table/val/generations_143_ba015f71541ccda9b7e9.table.json', '_latest_artifact_path': 'wandb-client-artifact://g3ob1vhqt57723qo48fi3wrw3axkwgzbtru7sdllmvm13veg6b4raswoxlo384a21c302w64ke22ojo724gvv3nzonbwpj5152ku2kkykcsb28ek250vp5fnayoo96bp:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://pzfuowthc9gc4awsjruwled4vaifo62juf2oxk9thedaxhd9valp4e6k1km6l06e2d8bxux4f58nzk169on7czhc30y589zftbyogdzzero9hbfb2y8bkeuveiffstxm/val/generations.table.json', 'nrows': 30}",0.72,0.54,0.5150602409638554,0.756,0.2125,0.37662337662337664,0.735,0.8170731707317073,0.2222222222222222,0.105,0.16845878136200718,0.39212519899010656,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
